CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
Event,732,"Kneeling, kneeling down",3,506
Event,7320,"Kneeling, kneeling down, unspecified",4,507
Event,7321,"Kneeling, kneeling down--single episode",4,508
Event,7322,"Kneeling, kneeling down--repetitive or prolonged",4,509
Event,733,"Sitting, sitting down",3,510
Event,7330,"Sitting, sitting down, unspecified",4,511
Event,7331,"Sitting, sitting down--single episode",4,512
Event,7332,"Sitting, sitting down--repetitive or prolonged",4,513
Event,734,"Standing, standing up",3,514
Event,7340,"Standing, standing up, unspecified",4,515
Event,7341,"Standing, standing up--single episode",4,516
Event,7342,"Standing, standing up--repetitive or prolonged",4,517
Event,735,"Walking, without other incident",3,518
Event,7350,"Walking, without other incident, unspecified",4,519
Event,7351,"Walking, without other incident--single episode",4,520
Event,7352,"Walking, without other incident--repetitive or prolonged",4,521
Event,736,"Running, without other incident",3,522
Event,7360,"Running, without other incident, unspecified",4,523
Event,7361,"Running, without other incident--single episode",4,524
Event,7362,"Running, without other incident--repetitive or prolonged",4,525
Event,737,"Boarding, alighting--excluding slip, trip, fall",3,526
Event,7370,"Boarding, alighting--excluding slip, trip, fall, unspecified",4,527
Event,7371,"Boarding, alighting--excluding slip, trip, fall--single episode",4,528
Event,7372,"Boarding, alighting--excluding slip, trip, fall--repetitive or prolonged",4,529
Event,738,Multiple types of exertions and bodily reactions,3,530
Event,739,Other exertions or bodily reactions,3,531
Event,7391,Sustained viewing,4,532
Event,7399,"Other exertions or bodily reactions, n.e.c.",4,533
Event,74,"Bodily conditions, n.e.c.",2,534
Event,78,Multiple types of overexertions and bodily reactions,2,535
Event,79,"Overexertion and bodily reaction and exertion, n.e.c.",2,536
Event,9999,Nonclassifiable,4,537
Nature,1,TRAUMATIC INJURIES AND DISORDERS,1,1
Nature,10,"Traumatic injuries and disorders, unspecified",2,2
Nature,11,"Traumatic injuries to bones, nerves, spinal cord",2,3
Nature,110,"Traumatic injuries to bones, nerves, spinal cord, unspecified",3,4
Nature,111,Fractures,3,5
Nature,112,Traumatic injuries to spinal cord,3,6
Nature,1120,"Traumatic injuries to spinal cord, unspecified",4,7
Nature,1121,"Paralysis, paraplegia, quadriplegia",4,8
Nature,1129,"Traumatic injuries to spinal cord, n.e.c.",4,9
Nature,113,"Traumatic injuries to nerves, except the spinal cord",3,10
Nature,1130,"Traumatic injuries to nerves, except the spinal cord, unspecified",4,11
Nature,1131,Pinched nerve ,4,12
Nature,1139,"Traumatic injuries to nerves, except the spinal cord, n.e.c.",4,13
Nature,118,"Multiple traumatic injuries to bones, nerves, spinal cord",3,14
Nature,119,"Traumatic injuries to bones, nerves, spinal cord, n.e.c.",3,15
Nature,12,"Traumatic injuries to muscles, tendons, ligaments, joints, etc.",2,16
Nature,120,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",3,17
Nature,121,Dislocations,3,18
Nature,1210,"Dislocations, unspecified",4,19
Nature,1211,Herniated discs,4,20
Nature,1212,Dislocation of joints,4,21
Nature,1218,Multiple types of dislocations,4,22
Nature,1219,"Dislocations, n.e.c.",4,23
Nature,122,Cartilage fractures and tears,3,24
Nature,1220,"Cartilage fractures and tears, unspecified",4,25
Nature,1221,Meniscus tears,4,26
Nature,1229,"Cartilage fractures and tears, n.e.c.",4,27
Nature,123,"Sprains, strains, tears",3,28
Nature,1230,"Sprains, strains, tears, unspecified",4,29
Nature,1231,"Major tears to muscles, tendons, ligaments",4,30
Nature,1232,Sprains,4,31
Nature,1233,Strains,4,32
Nature,1238,"Multiple sprains, strains, tears",4,33
Nature,124,Hernias due to traumatic incidents,3,34
Nature,125,Whiplash,3,35
Nature,128,"Multiple traumatic injuries to muscles, tendons, ligaments, joints, etc.",3,36
Nature,129,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., n.e.c.",3,37
Nature,13,Open wounds,2,38
Nature,130,"Open wounds, unspecified",3,39
Nature,131,"Amputations, avulsions, enucleations",3,40
Nature,1310,"Amputations, avulsions, enucleations, unspecified",4,41
Nature,1311,Amputations,4,42
Nature,1312,"Avulsions, enucleations",4,43
Nature,1319,"Amputations, avulsions, enucleations, n.e.c.",4,44
Nature,132,"Cuts, lacerations",3,45
Nature,133,"Puncture wounds, except gunshot wounds",3,46
Nature,134,Gunshot wounds,3,47
Nature,138,Multiple types of open wounds,3,48
Nature,139,"Open wounds, n.e.c.",3,49
Nature,14,Surface wounds and bruises,2,50
Nature,140,"Surface wounds and bruises, unspecified",3,51
Nature,141,"Abrasions, scratches",3,52
Nature,142,Blisters,3,53
Nature,143,"Bruises, contusions",3,54
Nature,148,Multiple surface wounds and bruises,3,55
Nature,149,"Surface wounds and bruises, n.e.c.",3,56
Nature,15,Burns and corrosions,2,57
Nature,150,"Burns and corrosions, unspecified ",3,58
Nature,151,Chemical burns and corrosions,3,59
Nature,1510,"Chemical burns and corrosions, unspecified",4,60
Nature,1511,First degree chemical burns and corrosions,4,61
Nature,1512,Second degree chemical burns and corrosions,4,62
Nature,1513,Third or fourth degree chemical burns and corrosions,4,63
Nature,1519,"Chemical burns and corrosions, n.e.c.",4,64
Nature,152,Heat (thermal) burns,3,65
Nature,1520,"Heat (thermal) burns, unspecified",4,66
Nature,1521,First degree heat (thermal) burns,4,67
Nature,1522,Second degree heat (thermal) burns,4,68
Nature,1523,Third or fourth degree heat (thermal) burns,4,69
Nature,1529,"Heat (thermal) burns, n.e.c.",4,70
Nature,153,Electrical burns,3,71
Nature,1530,"Electrical burns, unspecified",4,72
Nature,1531,First degree electrical burns,4,73
Nature,1532,Second degree electrical burns,4,74
Nature,1533,Third or fourth degree electrical burns,4,75
Nature,1539,"Electrical burns, n.e.c.",4,76
Nature,159,Other burns,3,77
Nature,1590,"Other burns, unspecified",4,78
Nature,1591,"Other burns, first degree",4,79
Nature,1592,"Other burns, second degree",4,80
Nature,1593,"Other burns, third or fourth degree",4,81
Nature,1599,"Other burns, n.e.c.",4,82
Nature,16,Intracranial injuries,2,83
Nature,160,"Intracranial injuries, unspecified",3,84
Nature,161,Cerebral and other intracranial hemorrhages,3,85
Nature,162,Concussions,3,86
Nature,168,Multiple types of intracranial injuries,3,87
Nature,1680,"Multiple intracranial injuries, unspecified",4,88
Nature,1681,Skull fracture and intracranial injury,4,89
Nature,1689,"Multiple intracranial injuries, n.e.c.",4,90
Nature,169,"Intracranial injuries, n.e.c.",3,91
Nature,17,Effects of environmental conditions,2,92
Nature,170,"Effects of environmental conditions, unspecified",3,93
Nature,171,Effects of reduced temperature,3,94
Nature,1710,"Effects of reduced temperature, unspecified",4,95
Nature,1711,Frostbite,4,96
Nature,1712,Hypothermia,4,97
Nature,1718,Multiple effects of reduced temperature,4,98
Nature,1719,"Effects of reduced temperature, n.e.c.",4,99
Nature,172,Effects of heat and light,3,100
Nature,1720,"Effects of heat and light, unspecified",4,101
Nature,1721,Heat stroke,4,102
Nature,1722,Heat syncope,4,103
Nature,1723,Heat fatigue,4,104
Nature,1724,Heat edema,4,105
Nature,1725,"Heat exhaustion, prostration",4,106
Nature,1728,Multiple effects of heat and light,4,107
Nature,1729,"Effects of heat and light, n.e.c.",4,108
Nature,173,Effects of air or water pressure,3,109
Nature,1730,"Effects of air or water pressure, unspecified",4,110
Nature,1731,Aero-otitis media,4,111
Nature,1732,Aerosinusitis,4,112
Nature,1733,"Caisson disease, bends, divers' palsy",4,113
Nature,1738,Multiple effects of air or water pressure,4,114
Nature,1739,"Effects of air or water pressure, n.e.c.",4,115
Nature,178,Multiple effects of environmental conditions,3,116
Nature,179,"Effects of environmental conditions, n.e.c.",3,117
Nature,18,Multiple traumatic injuries and disorders,2,118
Nature,180,"Multiple traumatic injuries and disorders, unspecified",3,119
Nature,181,Cuts and abrasions or bruises,3,120
Nature,182,Sprains and other injuries,3,121
Nature,1820,"Sprains and other injuries, unspecified",4,122
Nature,1821,Sprains and bruises,4,123
Nature,1822,Sprains and cuts,4,124
Nature,1829,"Sprains and other injuries, n.e.c.",4,125
Nature,183,Fractures and other injuries,3,126
Nature,1830,"Fractures and other injuries, unspecified",4,127
Nature,1831,Fractures (except skull fractures) and concussions ,4,128
Nature,1832,"Fractures (except rib, trunk fractures) and internal injuries ",4,129
Nature,1833,Fractures and burns,4,130
Nature,1834,Fractures and dislocations,4,131
Nature,1839,"Fractures and other injuries, n.e.c.",4,132
Nature,184,"Burns and other injuries, except fractures",3,133
Nature,1840,"Burns and other injuries, except fractures, unspecified",4,134
Nature,1841,Burns and smoke inhalation,4,135
Nature,1849,"Burns and other injuries, n.e.c.",4,136
Nature,185,Intracranial injuries and injuries to internal organs,3,137
Nature,189,"Multiple traumatic injuries and disorders, n.e.c.",3,138
Nature,19,Other traumatic injuries and disorders,2,139
Nature,190,"Other traumatic injuries and disorders, unspecified",3,140
Nature,191,"Asphyxiations, strangulations, suffocations",3,141
Nature,192,Drownings,3,142
Nature,193,"Electrocutions, electric shocks",3,143
Nature,194,Internal injuries to organs and blood vessels of the trunk,3,144
Nature,195,Dermatitis and reactions affecting the skin--acute,3,145
Nature,1950,"Dermatitis and reactions affecting the skin--acute, unspecified",4,146
Nature,1951,Allergic dermatitis--acute ,4,147
Nature,1952,Irritant dermatitis--acute,4,148
Nature,1953,"Hives, urticaria--acute",4,149
Nature,1958,Multiple types of dermatitis and skin reactions--acute,4,150
Nature,1959,"Dermatitis and reactions affecting the skin--acute, n.e.c.",4,151
Nature,196,"Other poisoning, toxic, noxious, or allergenic effects",3,152
Nature,1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",4,153
Nature,1961,"Poisoning, including poisoning-related asphyxia",4,154
Nature,1962,"Anaphylactic shock, anaphylaxis",4,155
Nature,1963,"Other respiratory system symptoms--toxic, noxious, or allergenic effect ",4,156
Nature,1964,"Coughing and throat irritation-- toxic, noxious, or allergenic effect",4,157
Nature,1965,"Dizziness, lightheadedness, headache--toxic, noxious, or allergenic effect",4,158
Nature,1966,Other or unspecified allergic reactions ,4,159
Nature,1967,"Nausea, vomiting-- toxic, noxious, or allergenic effect",4,160
Nature,1968,"Multiple poisoning, toxic, noxious, or allergenic effects",4,161
Nature,1969,"Other poisoning, toxic, noxious, or allergenic effects, n.e.c.",4,162
Nature,197,Nonspecified injuries and disorders,3,163
Nature,1971,Crushing injuries,4,164
Nature,1972,"Soreness, pain, hurt--nonspecified injury",4,165
Nature,1973,"Swelling, inflammation, irritation--nonspecified injury",4,166
Nature,1974,Numbness--nonspecified injury,4,167
Nature,1978,Multiple nonspecified injuries and disorders,4,168
Nature,1979,"Nonspecified injuries and disorders, n.e.c.",4,169
Nature,199,"Other traumatic injuries and disorders, n.e.c.",3,170
Nature,1991,Traumatic shock ,4,171
Nature,1992,"Embolism, air or fat",4,172
Nature,1999,"Traumatic injuries and disorders, n.e.c.",4,173
Nature,2,DISEASES AND DISORDERS OF BODY SYSTEMS,1,174
Nature,20,"Systemic diseases and disorders, unspecified",2,175
Nature,21,Anemia and other diseases of the blood and blood forming organs,2,176
Nature,22,Nervous system and sense organs diseases,2,177
Nature,220,"Nervous system and sense organs diseases, unspecified",3,178
Nature,221,Inflammatory diseases of the central nervous system,3,179
Nature,222,Degenerative diseases of the central nervous system,3,180
Nature,223,Other disorders of the central nervous system,3,181
Nature,2230,"Other disorders of the central nervous system, unspecified",4,182
Nature,2231,"Seizure disorder, epilepsy",4,183
Nature,2232,Migraine,4,184
Nature,2239,"Other disorders of the central nervous system, n.e.c.",4,185
Nature,224,Disorders of the peripheral nervous system,3,186
Nature,2240,"Disorders of the peripheral nervous system, unspecified",4,187
Nature,2241,Carpal tunnel syndrome,4,188
Nature,2242,"Inflammatory and toxic neuropathy, toxic polyneuropathy",4,189
Nature,2243,Toxic myoneural disorders,4,190
Nature,2244,Tarsal tunnel syndrome,4,191
Nature,2249,"Disorders of the peripheral nervous system, n.e.c.",4,192
Nature,225,"Disorders of the eye, adnexa, vision",3,193
Nature,2250,"Disorders of the eye, adnexa, vision, unspecified",4,194
Nature,2251,Conjunctivitis--non-viral,4,195
Nature,2252,"Inflammation except conjunctivitis (including ophthalmia, iritis, chalazion)",4,196
Nature,2253,Cataracts,4,197
Nature,2254,"Blindness, low vision",4,198
Nature,2255,Glaucoma,4,199
Nature,2256,Visual disturbances,4,200
Nature,2259,"Disorders of the eye, adnexa, vision, n.e.c.",4,201
Nature,226,"Disorders of the ear, mastoid process, hearing",3,202
Nature,2260,"Disorders of the ear, mastoid process, hearing, unspecified",4,203
Nature,2261,"Deafness, hearing loss and impairment",4,204
Nature,2262,Tinnitis,4,205
Nature,2269,"Disorders of the ear, mastoid process, and hearing, n.e.c.",4,206
Nature,229,"Nervous system and sense organs diseases, n.e.c.",3,207
Nature,23,Circulatory system diseases,2,208
Nature,230,"Circulatory system diseases, unspecified",3,209
Nature,231,Rheumatic fever with heart involvement,3,210
Nature,232,Hypertensive disease,3,211
Nature,233,"Ischemic heart disease, including heart attack",3,212
Nature,2330,"Ischemic heart disease, unspecified",4,213
Nature,2331,Myocardial infarction (heart attack),4,214
Nature,2332,Angina,4,215
Nature,2339,"Ischemic heart disease, n.e.c.",4,216
Nature,234,Diseases of pulmonary circulation,3,217
Nature,2340,"Diseases of pulmonary circulation, unspecified",4,218
Nature,2341,Pulmonary heart disease,4,219
Nature,2342,Pulmonary embolism,4,220
Nature,2349,"Diseases of pulmonary circulation, n.e.c.",4,221
Nature,235,Other forms of heart disease,3,222
Nature,2350,"Other forms of heart disease, unspecified",4,223
Nature,2351,Toxic myocarditis,4,224
Nature,2352,Heart failure,4,225
Nature,2353,Ill-defined descriptions and complications of heart disease,4,226
Nature,2359,"Other forms of heart disease, n.e.c.",4,227
Nature,236,Cerebrovascular disease,3,228
Nature,2360,"Cerebrovascular disease, unspecified",4,229
Nature,2361,Stroke,4,230
Nature,2362,Transient ischemia attacks,4,231
Nature,2369,"Cerebrovascular disease, n.e.c.",4,232
Nature,237,"Diseases of arteries, arterioles, capillaries",3,233
Nature,2370,"Diseases of arteries, arterioles, capillaries, unspecified",4,234
Nature,2371,Raynaud's syndrome or phenomenon,4,235
Nature,2372,Aneurysm--nontraumatic,4,236
Nature,2379,"Diseases of arteries, arterioles, capillaries, n.e.c.",4,237
Nature,238,"Diseases of the veins, lymphatics",3,238
Nature,2380,"Diseases of the veins, lymphatics, unspecified",4,239
Nature,2381,Varicose veins,4,240
Nature,2382,Hemorrhoids,4,241
Nature,2383,"Phlebitis, thrombosis",4,242
Nature,2389,"Diseases of the veins, lymphatics, n.e.c.",4,243
Nature,239,"Circulatory system diseases, n.e.c.",3,244
Nature,24,Respiratory system diseases,2,245
Nature,240,"Respiratory system diseases, unspecified",3,246
Nature,241,Acute respiratory infections (including common cold),3,247
Nature,242,Other diseases of upper respiratory tract,3,248
Nature,2420,"Other diseases of upper respiratory tract, unspecified",4,249
Nature,2421,Allergic rhinitis,4,250
Nature,2422,Chronic conditions of upper respiratory tract ,4,251
Nature,2429,"Other diseases of upper respiratory tract, n.e.c.",4,252
Nature,243,"Pneumonia, influenza",3,253
Nature,2430,"Pneumonia, influenza, unspecified",4,254
Nature,2431,Pneumonia,4,255
Nature,2432,Influenza--common,4,256
Nature,2433,Influenza--novel,4,257
Nature,244,Chronic obstructive pulmonary disease and allied conditions,3,258
Nature,2440,"Chronic obstructive pulmonary disease and allied conditions, unspecified",4,259
Nature,2441,Chronic bronchitis ,4,260
Nature,2442,Emphysema,4,261
Nature,2443,"Asthma, except intrinsic",4,262
Nature,2444,Extrinsic allergic alveolitis and hypersensitivity pneumonitis ,4,263
Nature,2449,"Chronic obstructive pulmonary diseases and allied conditions, n.e.c.",4,264
Nature,245,Pneumoconioses,3,265
Nature,2450,"Pneumoconioses, unspecified",4,266
Nature,2451,Coal workers' pneumoconiosis ,4,267
Nature,2452,Asbestosis,4,268
Nature,2453,"Silicosis, talcosis",4,269
Nature,2454,"Byssinosis, mill fever",4,270
Nature,2455,Aluminosis,4,271
Nature,2456,Berylliosis,4,272
Nature,2457,Siderosis,4,273
Nature,2458,Pneumoconiosis with tuberculosis,4,274
Nature,2459,"Pneumoconioses, n.e.c.",4,275
Nature,249,Other respiratory system diseases,3,276
Nature,2490,"Other respiratory system diseases, unspecified",4,277
Nature,2491,"Pneumonitis, n.e.c.",4,278
Nature,2492,Pulmonary edema,4,279
Nature,2493,"Pulmonary fibrosis, n.e.c.",4,280
Nature,2494,"Atelectasis, collapsed lung",4,281
Nature,2499,"Other respiratory system diseases, n.e.c.",4,282
Nature,25,Digestive system diseases and disorders,2,283
Nature,250,"Digestive system diseases and disorders, unspecified",3,284
Nature,251,"Diseases of oral cavity, salivary glands, and jaws",3,285
Nature,252,"Diseases of esophagus, stomach, and duodenum",3,286
Nature,253,Hernia--nontraumatic,3,287
Nature,254,Noninfectious enteritis and colitis (including ileitis),3,288
Nature,255,Other diseases of intestines and peritoneum,3,289
Nature,256,Toxic hepatitis--noninfective,3,290
Nature,259,"Digestive system diseases and disorders, n.e.c.",3,291
Nature,26,Genitourinary system diseases and disorders,2,292
Nature,260,"Genitourinary system diseases and disorders, unspecified",3,293
Nature,261,"Nephritis, nephrotic syndrome, and nephrosis",3,294
Nature,2610,"Nephritis, nephrotic syndrome, and nephrosis, unspecified",4,295
Nature,2611,Nephritis,4,296
Nature,2612,Nephrotic syndrome,4,297
Nature,2613,Nephrosis,4,298
Nature,262,Other diseases of urinary system,3,299
Nature,263,Diseases and disorders of the genital tract,3,300
Nature,2630,"Diseases and disorders of the genital tract, unspecified",4,301
Nature,2631,Infertility,4,302
Nature,2632,"Spontaneous abortion, miscarriage",4,303
Nature,2639,"Diseases and disorders of the genital tract, n.e.c.",4,304
Nature,264,Disorders of breast,3,305
Nature,269,"Genitourinary system diseases and disorders, n.e.c.",3,306
Nature,27,Musculoskeletal system and connective tissue diseases and disorders,2,307
Nature,270,"Musculoskeletal system and connective tissue diseases and disorders, unspecified",3,308
Nature,271,Arthropathies and related disorders (arthritis),3,309
Nature,272,Dorsopathies,3,310
Nature,2720,"Dorsopathies, unspecified",4,311
Nature,2721,Sciatica,4,312
Nature,2722,Lumbago,4,313
Nature,2723,"Disc disorders, except dislocation",4,314
Nature,2729,"Dorsopathies, n.e.c.",4,315
Nature,273,"Soft tissue disorders, except the back",3,316
Nature,2730,"Soft tissue disorder, except the back, unspecified",4,317
Nature,2731,Bursitis,4,318
Nature,2732,Stenosing tenosynovitis,4,319
Nature,2733,"Other tenosynovitis, synovitis",4,320
Nature,2734,Epicondylitis,4,321
Nature,2735,Other or unspecified tendonitis (tendinitis),4,322
Nature,2736,Ganglion or cystic tumor,4,323
Nature,2738,Multiple soft tissue disorders,4,324
Nature,2739,"Soft tissue disorder, except the back, n.e.c.",4,325
Nature,274,"Osteopathies, chondropathies, and acquired deformities",3,326
Nature,2740,"Osteopathies, chondropathies, and acquired deformities, unspecified",4,327
Nature,2741,Curvature of spine,4,328
Nature,2749,"Osteopathies, chondropathies, and acquired deformities, n.e.c.",4,329
Nature,279,"Musculoskeletal system and connective tissue diseases and disorders, n.e.c.",3,330
Nature,28,Disorders of the skin and subcutaneous tissue,2,331
Nature,280,"Disorders of the skin and subcutaneous tissue, unspecified",3,332
Nature,281,Infections of the skin and subcutaneous tissue,3,333
Nature,2810,"Infections of the skin and subcutaneous tissue, unspecified",4,334
Nature,2811,Cellulitis and abscess,4,335
Nature,2812,Impetigo,4,336
Nature,2813,Methicillin-resistant staphylococcus aureus (MRSA) infection,4,337
Nature,2814,Other staphylococcus skin infection,4,338
Nature,2815,Other or unspecified streptococcus skin infection,4,339
Nature,2819,"Infections of the skin and subcutaneous tissue, n.e.c.",4,340
Nature,282,Dermatitis resulting from long-term exposures,3,341
Nature,283,Diseases of sebaceous glands,3,342
Nature,2830,"Diseases of sebaceous glands, unspecified",4,343
Nature,2831,Acne,4,344
Nature,2832,Sebaceous cyst,4,345
Nature,2839,"Diseases of sebaceous glands, n.e.c.",4,346
Nature,289,Other diseases and disorders of the skin and subcutaneous tissue,3,347
Nature,2890,"Other diseases and disorders of the skin and subcutaneous tissue, unspecified",4,348
Nature,2891,Corns and calluses ,4,349
Nature,2892,Ingrown nails and other nail diseases,4,350
Nature,2893,"Prickly heat, heat rash, and other disorders of sweat glands ",4,351
Nature,2894,Chronic skin ulcers,4,352
Nature,2899,"Other diseases and disorders of the skin and subcutaneous tissue, n.e.c.",4,353
Nature,29,Other systemic diseases and disorders,2,354
Nature,290,"Other systemic diseases and disorders, unspecified",3,355
Nature,291,"Endocrine, nutritional, metabolic, and immunity disorders",3,356
Nature,2910,"Endocrine, nutritional, metabolic, and immunity disorders, unspecified",4,357
Nature,2911,Diseases and disorders of thyroid gland,4,358
Nature,2912,Diseases and disorders of other endocrine glands,4,359
Nature,2919,"Endocrine, nutritional, metabolic, and immunity disorders, n.e.c.",4,360
Nature,299,"Other systemic diseases and disorders, n.e.c.",3,361
Nature,3,INFECTIOUS AND PARASITIC DISEASES,1,362
Nature,30,"Infectious and parasitic diseases, unspecified",2,363
Nature,31,Bacterial diseases,2,364
Nature,310,"Bacterial diseases, unspecified",3,365
Nature,311,Tuberculosis,3,366
Nature,312,Zoonotic bacterial diseases,3,367
Nature,3120,"Zoonotic bacterial diseases, unspecified",4,368
Nature,3121,Anthrax,4,369
Nature,3122,Brucellosis,4,370
Nature,3123,"Ornithosis (including parrot fever, psittacosis)",4,371
Nature,3129,"Zoonotic bacterial diseases, n.e.c.",4,372
Nature,313,Syphilis and other venereal diseases,3,373
Nature,314,Other spirochetal diseases,3,374
Nature,3140,"Other spirochetal diseases, unspecified",4,375
Nature,3141,Leptospirosis,4,376
Nature,3149,"Other spirochetal diseases, n.e.c.",4,377
Nature,319,Other bacterial diseases,3,378
Nature,3190,"Other bacterial diseases, unspecified",4,379
Nature,3191,Leprosy,4,380
Nature,3192,"Diphtheria, whooping cough ",4,381
Nature,3193,Streptococcal sore throat and scarlatina,4,382
Nature,3194,"Methicillin-resistant infection, other than skin",4,383
Nature,3195,Meningococcal infection,4,384
Nature,3196,Tetanus,4,385
Nature,3197,Septicemia,4,386
Nature,3199,"Other bacterial diseases, n.e.c",4,387
Nature,32,Viral diseases,2,388
Nature,320,"Viral diseases, unspecified",3,389
Nature,321,Human immunodeficiency virus (HIV) infection,3,390
Nature,3210,"Human immunodeficiency virus (HIV) infection, unspecified",4,391
Nature,3211,Acquired immune deficiency syndrome (AIDS),4,392
Nature,3212,"AIDS-like syndrome, AIDS-related complex (ARC)",4,393
Nature,3219,"Human immunodeficiency virus (HIV) infection, n.e.c.",4,394
Nature,322,Non-arthropod-borne viral diseases of the central nervous system,3,395
Nature,3220,"Non-arthropod-borne viral diseases of the central nervous system, unspecified",4,396
Nature,3221,Meningitis due to enterovirus,4,397
Nature,3229,"Non-arthropod-borne viral diseases of the central nervous system, n.e.c.",4,398
Nature,323,Viral diseases accompanied by exanthem (eruptive fever),3,399
Nature,3230,"Viral diseases accompanied by exanthem (eruptive fever), unspecified",4,400
Nature,3231,Smallpox ,4,401
Nature,3232,Cowpox and paravaccinia,4,402
Nature,3233,"Chickenpox, varicella",4,403
Nature,3234,"Herpes zoster, shingles",4,404
Nature,3235,Herpes simplex,4,405
Nature,3236,Measles,4,406
Nature,3237,"Rubella, German measles",4,407
Nature,3239,"Viral diseases accompanied by exanthem (eruptive fever), n.e.c.",4,408
Nature,324,Arthropod-borne viral diseases,3,409
Nature,3240,"Arthropod-borne viral diseases, unspecified",4,410
Nature,3241,Yellow fever,4,411
Nature,3242,Dengue,4,412
Nature,3243,Viral encephalitis,4,413
Nature,3244,Hemorrhagic fever,4,414
Nature,3245,West Nile virus,4,415
Nature,3249,"Arthropod-borne viral diseases, n.e.c.",4,416
Nature,325,Viral hepatitis,3,417
Nature,3250,"Viral hepatitis, unspecified",4,418
Nature,3251,Type A viral hepatitis (infectious hepatitis),4,419
Nature,3252,Type B viral hepatitis (serum hepatitis),4,420
Nature,3253,Type C viral hepatitis ,4,421
Nature,3254,Type E viral hepatitis,4,422
Nature,3259,"Viral hepatitis, n.e.c.",4,423
Nature,326,Viral diseases of the conjunctiva,3,424
Nature,3260,"Viral diseases of the conjunctiva, unspecified",4,425
Nature,3261,Viral conjunctivitis (ophthalmia),4,426
Nature,3269,"Viral diseases of the conjunctiva, n.e.c.",4,427
Nature,329,Other diseases due to viruses,3,428
Nature,3290,"Other diseases due to viruses, unspecified",4,429
Nature,3291,Rabies,4,430
Nature,3292,Mumps,4,431
Nature,3293,Infectious mononucleosis,4,432
Nature,3294,Foot and mouth disease,4,433
Nature,3299,"Other diseases due to viruses, n.e.c.",4,434
Nature,33,Other arthropod-borne diseases,2,435
Nature,330,"Other arthropod-borne diseases, unspecified",3,436
Nature,331,Rickettsioses diseases,3,437
Nature,3310,"Rickettsioses diseases, unspecified",4,438
Nature,3311,Q fever,4,439
Nature,3312,Spotted fevers and tick typhus,4,440
Nature,3319,"Rickettsioses diseases, n.e.c.",4,441
Nature,332,Malaria,3,442
Nature,333,Lyme disease,3,443
Nature,339,"Other arthropod-borne diseases, n.e.c.",3,444
Nature,34,Mycoses (fungal infections),2,445
Nature,340,"Mycoses, unspecified",3,446
Nature,341,"Dermatophytosis (including athlete's foot, tinea)",3,447
Nature,342,Coccidioidomycosis,3,448
Nature,349,"Mycoses, n.e.c.",3,449
Nature,35,Helminthiases (worm infections),2,450
Nature,36,Infectious diseases peculiar to the intestines,2,451
Nature,360,"Infectious diseases peculiar to the intestines, unspecified",3,452
Nature,361,Cholera,3,453
Nature,362,Typhoid and paratyphoid fevers,3,454
Nature,363,Other salmonella infections,3,455
Nature,364,Other bacterial food poisoning (including botulism and staphylococcal food poisoning),3,456
Nature,365,Colitis,3,457
Nature,366,Dysentery,3,458
Nature,369,"Infectious diseases peculiar to the intestines, n.e.c.",3,459
Nature,39,Other infectious and parasitic diseases,2,460
Nature,390,"Other infectious and parasitic diseases, unspecified",3,461
Nature,391,Pediculosis and phthirus infestation (lice),3,462
Nature,392,Scabies and other acariases,3,463
Nature,393,"Other infestations (including maggots, leeches, jigger disease)",3,464
Nature,399,"Other infectious and parasitic diseases, n.e.c.",3,465
Nature,4,"NEOPLASMS, TUMORS, AND CANCERS",1,466
Nature,41,"Malignant neoplasms and tumors (cancers, carcinomas, sarcomas)",2,467
Nature,410,"Malignant neoplasms and tumors (cancers, carcinomas, sarcomas)",3,468
Nature,411,Malignant neoplasms and tumors of bone and articular cartilage,3,469
Nature,412,Malignant neoplasms and tumors of the skin,3,470
Nature,4120,"Malignant neoplasms and tumors of the skin, unspecified",4,471
Nature,4121,Melanoma of the skin (melanocarcinoma),4,472
Nature,4122,Non-melanoma skin cancer (squamous and basal cell),4,473
Nature,4128,Multiple malignant neoplasms and tumors of the skin,4,474
Nature,413,Malignant neoplasms and tumors of lymphatic and hematopoietic tissue,3,475
Nature,4130,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue, unspecified",4,476
Nature,4131,Lymphosarcoma and reticulosarcoma (lymphoma),4,477
Nature,4132,Hodgkin's disease,4,478
Nature,4133,Multiple myeloma,4,479
Nature,4134,Leukemias,4,480
Nature,4138,Multiple malignant neoplasms and tumors of lymphatic and hematopoietic tissue,4,481
Nature,4139,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue, n.e.c.",4,482
Nature,414,"Malignant neoplasms of digestive organs (esophagus, stomach, liver, intestines)",3,483
Nature,415,"Malignant neoplasms of respiratory and intrathoracic (larynx, lung, sinuses, trachea)",3,484
Nature,416,Malignant neoplasms of mesothelial and soft tissue,3,485
Nature,4161,Mesothelioma,4,486
Nature,4169,Malignant neoplasms of other connective and soft tissue,4,487
Nature,419,Malignant neoplasms and tumors of other sites,3,488
Nature,42,Benign neoplasms and tumors,2,489
